model,model_name,sampling_strategy,device,device_key,empirical_latency_ms,scaled_latency_ms,analytical_latency_ms,energy_per_inference_mj,energy_per_round_mj,active_power_mw
Extra_Trees_SMOTE_ENN,Extra_Trees,SMOTE_ENN,ARM Cortex-M4 (Mid-range MCU),CortexM4,13.960847152599923,249.30084201071293,0.008154761904761906,1.9944067360857034,199.44067360857034,80.0
Neural_Network_BorderlineSMOTE,Neural_Network,BorderlineSMOTE,MSP430F5529 (Low-end MCU),MSP430,0.06406570620124512,7.6878847441494145,2.7399999999999998,0.009864,0.9863999999999999,3.6
Neural_Network_BorderlineSMOTE,Neural_Network,BorderlineSMOTE,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.06406570620124512,1.1440304678793771,0.08154761904761905,0.009152243743035016,0.9152243743035017,80.0
Random_Forest_ADASYN,Random_Forest,ADASYN,MSP430F5529 (Low-end MCU),MSP430,13.97439641519909,1676.9275698238907,0.21264,0.6036939251366007,60.36939251366007,3.6
Random_Forest_ADASYN,Random_Forest,ADASYN,ARM Cortex-M4 (Mid-range MCU),CortexM4,13.97439641519909,249.5427931285552,0.008208333333333335,1.9963423450284414,199.63423450284415,80.0
HistGradient_Boosting_ADASYN,HistGradient_Boosting,ADASYN,MSP430F5529 (Low-end MCU),MSP430,13.09105755650096,1570.9269067801151,0.6804,0.5655336864408413,56.55336864408413,3.6
HistGradient_Boosting_ADASYN,HistGradient_Boosting,ADASYN,ARM Cortex-M4 (Mid-range MCU),CortexM4,13.09105755650096,233.76888493751716,0.02651785714285714,1.8701510795001373,187.01510795001371,80.0
Extra_Trees_BorderlineSMOTE,Extra_Trees,BorderlineSMOTE,MSP430F5529 (Low-end MCU),MSP430,13.957991723098052,1674.9590067717663,0.21152,0.6029852424378358,60.29852424378358,3.6
Extra_Trees_BorderlineSMOTE,Extra_Trees,BorderlineSMOTE,ARM Cortex-M4 (Mid-range MCU),CortexM4,13.957991723098052,249.24985219817952,0.008166666666666666,1.9939988175854362,199.39988175854361,80.0
Neural_Network_SMOTE_ENN,Neural_Network,SMOTE_ENN,MSP430F5529 (Low-end MCU),MSP430,0.058599557801017,7.03194693612204,2.7399999999999998,0.009864,0.9863999999999999,3.6
Neural_Network_SMOTE_ENN,Neural_Network,SMOTE_ENN,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.058599557801017,1.0464206750181608,0.08154761904761905,0.008371365400145287,0.8371365400145288,80.0
Logistic_Regression_SMOTE_ENN,Logistic_Regression,SMOTE_ENN,MSP430F5529 (Low-end MCU),MSP430,0.03353984699947432,4.0247816399369185,0.036000000000000004,0.0014489213903772905,0.14489213903772905,3.6
Logistic_Regression_SMOTE_ENN,Logistic_Regression,SMOTE_ENN,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.03353984699947432,0.5989258392763271,0.0013095238095238097,0.0047914067142106175,0.47914067142106176,80.0
Neural_Network_ADASYN,Neural_Network,ADASYN,MSP430F5529 (Low-end MCU),MSP430,0.06243736330068259,7.492483596081911,2.7399999999999998,0.009864,0.9863999999999999,3.6
Neural_Network_ADASYN,Neural_Network,ADASYN,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.06243736330068259,1.1149529160836178,0.08154761904761905,0.008919623328668943,0.8919623328668943,80.0
Logistic_Regression_Conservative_SMOTE,Logistic_Regression,Conservative_SMOTE,MSP430F5529 (Low-end MCU),MSP430,0.03329402140091133,3.99528256810936,0.036000000000000004,0.0014383017245193697,0.14383017245193697,3.6
Logistic_Regression_Conservative_SMOTE,Logistic_Regression,Conservative_SMOTE,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.03329402140091133,0.5945360964448453,0.0013095238095238097,0.004756288771558762,0.4756288771558762,80.0
Logistic_Regression_BorderlineSMOTE,Logistic_Regression,BorderlineSMOTE,MSP430F5529 (Low-end MCU),MSP430,0.03359139119995689,4.030966943994827,0.036000000000000004,0.0014511480998381377,0.14511480998381376,3.6
Logistic_Regression_BorderlineSMOTE,Logistic_Regression,BorderlineSMOTE,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.03359139119995689,0.5998462714278017,0.0013095238095238097,0.0047987701714224135,0.47987701714224135,80.0
Extra_Trees_ADASYN,Extra_Trees,ADASYN,MSP430F5529 (Low-end MCU),MSP430,13.98750131600002,1678.5001579200025,0.21792,0.604260056851201,60.426005685120096,3.6
Extra_Trees_ADASYN,Extra_Trees,ADASYN,ARM Cortex-M4 (Mid-range MCU),CortexM4,13.98750131600002,249.7768092142861,0.008404761904761904,1.9982144737142884,199.82144737142883,80.0
Logistic_Regression_ADASYN,Logistic_Regression,ADASYN,MSP430F5529 (Low-end MCU),MSP430,0.0335590336995665,4.02708404394798,0.036000000000000004,0.0014497502558212727,0.14497502558212727,3.6
Logistic_Regression_ADASYN,Logistic_Regression,ADASYN,ARM Cortex-M4 (Mid-range MCU),CortexM4,0.0335590336995665,0.5992684589208304,0.0013095238095238097,0.004794147671366643,0.4794147671366643,80.0
