Model,No OS F1,Best OS F1,Best Method,F1 Change %,Acc Change %
Extra_Trees,0.959938231592562,0.9495940927286,Conservative_SMOTE,-1.0775837989909858,-0.19414534739624092
Random_Forest,0.9762681975607819,0.9741335534880038,Conservative_SMOTE,-0.2186534477013094,-0.043908396108615085
Gradient_Boosting,0.9694187486933934,0.9762893644963044,Conservative_SMOTE,0.7087356018409409,0.08375324372193918
